tweet,sentiment
scouted game tickets for clippers and celtics on 27th of december with dayne. getting ahead of ourselves?nahhhh!,neutral
hear 's exclusive conversation with tom brady right now on . hear the rest on patriots all access friday on wbz 4,neutral
"parlay hit, fantasy teams won, giants sweep, niners smash. best week ever, and it's only monday.",positive
"stats are stats, & records can be broke.. but crunch time 4th quarter, jordan had niggaz scared to d up... bron,kd & kobe can't say the same",negative
"zumba fitness classes in erdington - every wednesday - zumba is for everyone! loaded with red-hot dance steps, lati..",positive
barclays profit driven by investment banking: london--barclays plc (bcs) wednesday continued to reap the rewards...,positive
"pumped! mt : tina fey & amy poehler will host the 70th golden globe awards in jan &, for once, i may care about an awards show!",positive
tv fundraiser 4 sandy friday night. during katrina telethon kanye said bush was killing black people...doubt we'll hear opposite about obama,negative
"did you catch this? pretty little liars' marlene king: toby isn't a double agent """"he's on team a"""" - exclusive",neutral
"see you all in the church tomorrow's miracle service at 7pm, and god will be bless you in jesus name. john 3:16...",positive
have a say in what we play!! pick the hits to win gossip girl s4 on dvd you have until nov 6th to do the deal.,neutral
"wiki says her 3rd marriage""rt :hahaha is trying 2 understand love with his 3rd wife as her 2nd husband""",neutral
"i ain't asking for much, just listen to atleast the 1st 3 songs & give me some feedback>>>dreamteam (full mixtape)",positive
"my itunes is playing sun is shining by bob marley, my ears can't trick me, it's bloody freezing. hat, scarf and gloves today kids!",negative
can not wait for the 3 season of mob wives.,positive
liam please follow me for my birthday on the 3rd! love ya! c:,positive
"unc leads the all-time series against uva by 58 to 54. come november 15th, fedora and the boys are gonna make it 59.",neutral
did you know that travis barroquillo is the 4th indiana native to participate in the nwca all-star classic. he...,neutral
kianta got the 2nd golden globe award for being the dumbest/most to serious boy tonight....first place goes to the guy who jumped on the car,neutral
going to sunderland vs villa on saturday.. dont hold the highest hopes for a good match,negative
matt flynn may never play quarterback for the seattle seahawks - bleacher report: bleacher report...,negative
major lols. where you get that from? ricky gervais? :-p may be up for some bfme later x,neutral
"cardinals and patriots on the tube! monday night football special large pizza, dozen wings, large domestic pitcher $25.99!!!",neutral
who remembers the song friday by rebecca black,neutral
yeaaah tomorrow i can download the mew pretty little liars again!!,positive
be proud of what you do! monday morning motivation: martin luther king jr.,positive
emile heskey scores a bicycle kick (2nd goal) for newcastle jets v melbourne victory!!! --- what the ? how the ? why...,positive
joyful noise gathers wednesday nights at 7 pm in the sanctuary. come and sing with friends!,neutral
how sad are you that downton abbey ends sunday? :(x,negative
1st using the pacers...never even practiced with em.,negative
"norwich city book signing this saturday with and ex-canary friends, before the stoke game!",neutral
man just watched the lakers highlight from yesterday and there going to get destroyed tomorrow,negative
pacers won without granger to night david west step on in the 4th,positive
"""john 3:16,the fab four,the 50 yard line,the 13th floor,9/11,the dirty dozen,we're all waiting for the 2nd coming...numbers""-jmc",positive
"49ersparadise hop: alex smith named nfc offensive player of the week and more nfc west news [br]: thu, 1 nov 201...",neutral
can't wait to kick it with these outstanding musicians as well as perform for my new england fans on saturday...,positive
"i miss kidrauhl, proud of justin bieber. i love you today, tomorrow and always.",positive
"but kevin durant did become the 2nd youngest player in nba history to reach 10,000 point",neutral
tina fey & amy poehler are hosting the golden globes in january. best news today!,positive
my idol is tuning 15 on monday! she's growing up so fast!! i remember when she was that girl on wizards of waverly place,positive
willis mcgahee had a pretty gruesome knee injury in the fiesta bowl... bills still drafted him late in 1st round.,negative
i have to go out drinking on a wednesday so i cant watch the bachelor until the next day,negative
i think that i want to make it spread so that you may not be inconvenienced. i wish matt becomes fine.,positive
can't believe parks isn't on tomorrow because of the voice. newsflash nbc: new yorkers actually don't care that they missed the voice.,negative
"may have been distracted by fifa and el classico, back to the summary for myself! you finished?",negative
"hi there! tom in radnor and sat mutt strut, the pump chip. not sure on the bacon. i just threw out bc of the storm.",neutral
"free dress day tomorrow, well lsu or alabama shirt with jeans",neutral
"up at 6 today - djing till 4 o'clock tomorrow morning, up at 8am for a magazine shoot then straight up to liverpool for the mobos - zzzzzzzz",neutral
"excited for super sunday coming up? milan derby, el clasico, newcastle-man utd, marseille psg? should be epic. keep it locked here 4 updates",positive
(times pic) lsu coach les miles says he may let jordan jefferson talk to the team,neutral
i don't think dwight howard is gonna last in la. he's already frustrated and it's 2nd game... uh oh,negative
the philippines has just passed a law worse than sopa.,negative
"to start 2nd quarter action, lamar odom checks in for the first time.",neutral
"leblanc was nominated for an emmy and won a golden globe, so that may have something to do with it.",neutral
it's officially november 2 here in the philippines.. so.. umm.. happy birthday kendall! i love you!,positive
"well, the sun is finally coming up, so it's time to slap some bacon on a biscuit and get to work. laters, patriots!",positive
highlight of that game was the bottom of the 10th. some guy chillin with a john 3:16 sign behind home. sup bro.,positive
"watching ""contraband"" for the 3rd time, mark wahlberg is the man!",positive
"hint : raced in the first sscx race in new england. he was, of course, 5th/6.",neutral
"bills' williams says texans forced his hand: as mario williams prepares to face his former team for the first time sunday, the highly...",neutral
it won't work for me because ipod but whatever i'm honestly way too tired to care i'll find it on tumblr tomorrow,negative
"you might not wanna come to anatomy tomorrow, we have a test lol",negative
so kg gets a fouls called for not touching chalmers ..... incredible that boi better be the 1st victim of many more fines to come,negative
